GO.Term	GO.ID	TAD	P.value	P.adjust
mitochondrial fusion 	0008053	TAD506|TAD2523|TAD707	0.0099357502752635|0.0132270478146801|0.014321865596731	0.0317468008020042|0.0335055941460385|0.0341031232244188
mitochondrial gene expression 	0140053	TAD1234|TAD816|TAD2674|TAD346|TAD1083|TAD1019	0.042795182064352|0.0154945008544882|0.0367930763946258|0.0367930763946258|0.0635159478398392|0.0185651099105973	0.0529245851237013|0.0347545975341708|0.0490336693581523|0.0490336693581523|0.0664880296879382|0.0369484590827856
mitochondrial genome maintenance 	0000002	TAD233|TAD707	0.00539305930938261|0.0116510237648314	0.0312226708723271|0.0326965588835301
mitochondrial membrane organization 	0007006	TAD707	0.0169860437472616	0.0359291520214464
mitochondrial outer membrane permeabilization 	0097345	TAD2433|TAD1916	0.00911092605023323|0.0115824836139131	0.0317221844764827|0.0326590512939334
mitochondrial protein processing 	0034982	TAD1834	0.00684029714661227	0.0312226708723271
mitochondrial respiratory chain complex assembly 	0033108	TAD1382|TAD2228|TAD992|TAD1653|TAD2809|TAD2914	0.0525302722811367|0.0331594269847779|0.0331594269847779|0.0200283065996147|0.0133967135858128|0.0266157809072958	0.0592148809006718|0.0466647151194864|0.0466647151194864|0.0380515296363884|0.0336818959107878|0.0423916508076161
mitochondrial respiratory chain complex I assembly 	0032981	TAD1382|TAD2228|TAD992|TAD1653|TAD2809|TAD2914	0.0349368978248246|0.0219786729066558|0.0219786729066558|0.0132448598923456|0.00884920812322953|0.0176213206662119	0.0477543192010753|0.0395469146612442|0.0395469146612442|0.0335055941460385|0.0317221844764827|0.0362293494890224
mitochondrial respiratory chain complex I biogenesis 	0097031	TAD1382|TAD2228|TAD992|TAD1653|TAD2809|TAD2914	0.0349368978248246|0.0219786729066558|0.0219786729066558|0.0132448598923456|0.00884920812322953|0.0176213206662119	0.0477543192010753|0.0395469146612442|0.0395469146612442|0.0335055941460385|0.0317221844764827|0.0362293494890224
mitochondrial respiratory chain complex IV assembly 	0033617	TAD2415|TAD1382|TAD2176|TAD2809	0.0178726249482662|0.0110347527130006|0.0421189489746351|0.00276960227416756	0.036392901011535|0.0323336971931206|0.0524881245584053|0.0312226708723271
mitochondrial respiratory chain complex IV biogenesis 	0097034	TAD2415|TAD1382|TAD2176|TAD2809	0.0187584679979907|0.0115836822889596|0.0441791940715471|0.00290798157032057	0.0369985042218058|0.0326590512939334|0.0536953649221706|0.0312226708723271
mitochondrial RNA metabolic process 	0000959	TAD2674|TAD1413	0.0165086538697974|0.00415166921024368	0.0355658635586251|0.0312226708723271
mitochondrial translation 	0032543	TAD816|TAD1382|TAD502|TAD1019	0.0365272674552746|0.0578058864685288|0.0293291399324226|0.0436725115904483	0.0488882849671529|0.0625392178362412|0.0441269423689273|0.0534384487391455
mitochondrial translational elongation 	0070125	TAD816|TAD1382|TAD502	0.0297821752021872|0.0472288289494702|0.0238967372746032	0.0443842005145537|0.0558276220751541|0.0408060034296495
mitochondrial translational termination 	0070126	TAD816|TAD1382|TAD502|TAD1019	0.0304583794094014|0.0482911891411224|0.0244410011505058|0.0364390561651927	0.0448445760474901|0.056432531221879|0.0410768764449113|0.0488069515170583
mitochondrial transmembrane transport 	1990542	TAD873	0.0176043352002921	0.0362293494890224
mitochondrial transport 	0006839	TAD2303|TAD2809	0.0548345803455311|0.0186202823721139	0.0606423614783632|0.0369484590827856
mitochondrial tRNA modification 	0070900	TAD3085	0.00276873924128707	0.0312226708723271
mitochondrion disassembly 	0061726	TAD2129|TAD1133|TAD2726	0.036251814503251|0.0311524491423482|0.0337054071156228	0.0486784004473228|0.0453826647969749|0.0469900393052306
mitochondrion morphogenesis 	0070584	TAD506	0.00559970915698071	0.0312226708723271
mitochondrion organization 	0007005	TAD6|TAD3079|TAD233|TAD1413	0.0674580802486675|0.00954662161209245|0.0674580802486675|0.034314373437713	0.0689202727331381|0.0317468008020042|0.0689202727331381|0.0474200695843467
mitochondrion transport along microtubule 	0047497	TAD707	0.0107592596968791	0.032234223274686
mitotic cell cycle arrest 	0071850	TAD127|TAD432	0.010622055710707|0.0077355700457773	0.032234223274686|0.0313865936270947
mitotic cell cycle phase transition 	0044772	TAD2140|TAD2326|TAD2763|TAD1413|TAD417|TAD1670|TAD1412|TAD1815|TAD3061	0.045239688076818|0.0598621433044706|0.0303908471946913|0.045239688076818|0.0303908471946913|0.00226412089689883|0.0153121319199057|0.0598621433044706|0.0598621433044706	0.0544298850713305|0.0637698896507416|0.0447906988759456|0.0544298850713305|0.0447906988759456|0.0312226708723271|0.0347545975341708|0.0637698896507416|0.0637698896507416
mitotic chromosome condensation 	0007076	TAD744	0.00828610166652977	0.0313865936270947
mitotic cytokinesis 	0000281	TAD2649|TAD2481|TAD1374|TAD2930	0.0440734552426378|0.0401469956115682|0.0202756341458776|0.024281992448164	0.0536953649221706|0.0511181874013861|0.038256055936385|0.0409781367976176
mitotic DNA damage checkpoint 	0044773	TAD1133|TAD2498|TAD2189|TAD2428	0.0319601025366028|0.0603810942011701|0.0345780594051325|0.0134397384377428	0.0458951991931013|0.0641473958103216|0.0475202134542463|0.0336818959107878
mitotic DNA integrity checkpoint 	0044774	TAD2608|TAD526	0.014321865596731|0.00359836327000396	0.0341031232244188|0.0312226708723271
mitotic DNA replication checkpoint 	0033314	TAD2608	0.00993575027526306	0.0317468008020042
mitotic G2 DNA damage checkpoint 	0007095	TAD1133|TAD2189|TAD2428	0.0140483889693042|0.0152106646358681|0.00587623680036886	0.0340594342600153|0.0347545975341708|0.0312226708723271
mitotic G2/M transition checkpoint 	0044818	TAD1133|TAD2608|TAD2189|TAD2428	0.018963290046784|0.0252075885992765|0.0205279418967889|0.00794359454707627	0.0371711558015986|0.0414507203629438|0.0383845153935516|0.0313865936270947
mitotic metaphase plate congression 	0007080	TAD2498|TAD2326|TAD837|TAD2763|TAD792|TAD2930	0.066372961141183|0.0118652109510669|0.0235928747097327|0.00594989686268066|0.0118652109510669|0.0177461385130128	0.0682381645738813|0.0328350758542085|0.0406408621975916|0.0312226708723271|0.0328350758542085|0.0363826355838299
mitotic nuclear division 	0140014	TAD1012|TAD2140|TAD2326|TAD2649|TAD2763|TAD2058|TAD2930	0.0598421722245844|0.0153037446289128|0.000154571469357764|0.0549932957780143|0.0102283442738625|0.0353498644326194|0.0303764017396639	0.0637687248500461|0.0347545975341708|0.0101200144830335|0.0607744884857575|0.0320301343511385|0.0480994848482168|0.0447889502734984
mitotic nuclear envelope disassembly 	0007077	TAD1967|TAD2238|TAD2582|TAD2583|TAD2763|TAD3081	0.0181556953697829|0.0300801058985077|0.00304856925102204|0.00608805532037882|0.00608805532037882|0.0241357000747305	0.0366076038355312|0.0446308388202118|0.0312226708723271|0.0312226708723271|0.0312226708723271|0.0408060034296495
mitotic recombination 	0006312	TAD2113	0.00622103555286557	0.0312226708723271
mitotic sister chromatid cohesion 	0007064	TAD2310	0.0103475906453651	0.0320301343511385
mitotic sister chromatid segregation 	0000070	TAD2326|TAD837|TAD744|TAD2763|TAD2058|TAD2930	0.0225350812512201|0.0445683875202273|0.0445683875202273|0.0113309618739884|0.0391064945877577|0.0336137607122746	0.0398937778563836|0.0539809850497736|0.0539809850497736|0.032591295224651|0.05049310192559|0.0469203651595304
mitotic spindle assembly 	0090307	TAD1012|TAD2326|TAD127|TAD2763	0.037596418282537|5.93842532212774e-05|0.034516941045544|0.00636434343075876	0.0495966100942548|0.00470156267300332|0.0474684055578156|0.0312226708723271
mitotic spindle assembly checkpoint 	0007094	TAD1083	0.0244625559526447	0.0410768764449113
mitotic spindle checkpoint 	0071174	TAD1083	0.0244625559526447	0.0410768764449113
mitotic spindle elongation 	0000022	TAD127|TAD2176	0.00835457466494127|0.0233823236264054	0.0314857789715563|0.040463877669056
mitotic spindle midzone assembly 	0051256	TAD127|TAD2176	0.0075976984729702|0.0212787141233771	0.0313865936270947|0.0389028484442188
mitotic spindle organization 	0007052	TAD1012|TAD2326|TAD3033|TAD837|TAD2763|TAD2149	0.0598421722245844|0.000154571469357764|0.0646665033566403|0.0402981598736278|0.0102283442738625|0.0203534690154313	0.0637687248500461|0.0101200144830335|0.0672754691526735|0.0512591379640196|0.0320301343511385|0.0382911365488866
modification-dependent protein catabolic process 	0019941	TAD2531|TAD542|TAD792|TAD2797	0.029024443516435|0.0572122707214822|0.038512146459206|0.0572122707214822	0.0439793227565119|0.0621091753070702|0.0501797853220487|0.0621091753070702
modulation by host of viral genome replication 	0044827	TAD1059	0.00304540201648973	0.0312226708723271
modulation by host of viral process 	0044788	TAD170|TAD557	0.000609015696587353|0.0121310900724217	0.0266024356431734|0.0329738890962001
modulation by host of viral transcription 	0043921	TAD842|TAD2189	0.00931992121486969|0.024058056642262	0.0317468008020042|0.0408060034296495
modulation by virus of host morphology or physiology 	0019048	TAD2500	0.00622103555286557	0.0312226708723271
modulation of chemical synaptic transmission 	0050804	TAD2716|TAD3007|TAD1033|TAD1878|TAD1067|TAD2800|TAD1126|TAD2623	0.0607707263969104|0.0169487888524605|0.0113309618739884|0.0499996105513081|0.0499996105513081|0.0280900139102678|0.0225350812512201|0.0169487888524605	0.0643583629008946|0.0359178222983762|0.032591295224651|0.0575660137840214|0.0575660137840214|0.0432291876942526|0.0398937778563836|0.0359178222983762
modulation of excitatory postsynaptic potential 	0098815	TAD2058	0.0120646612433675	0.0329738890962001
monoamine transport 	0015844	TAD2673	0.00828696048023048	0.0313865936270947
monocarboxylic acid biosynthetic process 	0072330	TAD6|TAD3079|TAD2774	0.0279424560412241|0.0595707543303226|0.0370845390845934	0.0431002815101622|0.0635748313263112|0.0492742518792801
monocarboxylic acid catabolic process 	0072329	TAD1834|TAD1163|TAD153	0.0188958854280817|0.0137767355168261|0.00691130182675659	0.0371711558015986|0.0337719580410772|0.0312226708723271
monocarboxylic acid metabolic process 	0032787	TAD21|TAD3085|TAD1163|TAD1304|TAD1230|TAD3020|TAD2774	0.0583320314432776|0.0368635346382095|0.0583320314432776|0.0440730396464621|0.0368635346382095|0.0653823011558684|0.0583320314432776	0.0629069710169389|0.0490835711501267|0.0629069710169389|0.0536953649221706|0.0490835711501267|0.0677350480385985|0.0629069710169389
monocarboxylic acid transport 	0015718	TAD2415|TAD2726|TAD2143|TAD2142|TAD2797	0.0467190550120089|0.0467190550120089|0.050222792188455|5.24588184747036e-08|0.0218353076088053	0.0554911982526604|0.0554911982526604|0.0577152451515382|1.20822196914238e-05|0.0395070536167885
monocyte chemotaxis 	0002548	TAD3071|TAD2303	0.0607092827947437|0.0169265976933041	0.0643409194563829|0.0359178222983762
monocyte differentiation 	0030224	TAD3067|TAD170	0.00532391777899266|0.0367299665810198	0.0312226708723271|0.0490336693581523
mononuclear cell differentiation 	1903131	TAD3067|TAD170	0.00532391777899266|0.0367299665810198	0.0312226708723271|0.0490336693581523
monoubiquitinated protein deubiquitination 	0035520	TAD2186	0.0024921243547612	0.0312226708723271
monovalent inorganic anion homeostasis 	0055083	TAD1376	0.0062206053510544	0.0312226708723271
monovalent inorganic cation transport 	0015672	TAD2143|TAD3020|TAD837|TAD2797|TAD2859|TAD1889|TAD1636	0.00442269731235683|0.0630302409855203|0.00139976312310775|0.0424700882296769|0.0630302409855203|0.00720570913877916|0.0214632112403547	0.0312226708723271|0.0660582807394047|0.0312226708723271|0.05266020728246|0.0660582807394047|0.0312452180388064|0.0390149206654267
morphogenesis of a polarized epithelium 	0001738	TAD3085	0.00242298261526996	0.0312226708723271
morphogenesis of an epithelial sheet 	0002011	TAD2131	0.00456493908140421	0.0312226708723271
morphogenesis of an epithelium 	0002009	TAD2266|TAD2131	0.036245633460204|0.00787397614950291	0.0486784004473228|0.0313865936270947
mRNA-containing ribonucleoprotein complex export from nucleus 	0071427	TAD1967|TAD2238|TAD2763|TAD1126|TAD3081	0.0408648975069954|0.0671851717417238|0.013809604683035|0.0274303851377704|0.0541156636789568	0.051682922902408|0.0687107206005277|0.0337953474662828|0.0428187804969447|0.0602447693861967
mRNA 3'-end processing 	0031124	TAD2194|TAD2484|TAD1100|TAD3079|TAD1126	0.0501197508541573|0.0402981598736278|0.0402981598736278|0.0646665033566403|0.0203534690154313	0.057651935886042|0.0512591379640196|0.0512591379640196|0.0672754691526735|0.0382911365488866
mRNA catabolic process 	0006402	TAD21|TAD2326|TAD1059	0.0197856937917338|0.00994089838527579|0.00994089838527579	0.0377948361284341|0.0317468008020042|0.0317468008020042
mRNA cleavage 	0006379	TAD280	0.00938636316297958	0.0317468008020042
mRNA cleavage involved in mRNA processing 	0098787	TAD2194	0.0089735029763901	0.0317221844764827
mRNA export from nucleus 	0006406	TAD1967|TAD2763|TAD1126|TAD3081	0.0428710359211155|0.0144975644782996|0.0287869225153505|0.0567528247760578	0.0529694072207492|0.0341273678102412|0.0436978239620375|0.0617786206064159
mRNA metabolic process 	0016071	TAD2194|TAD1100|TAD2326|TAD2231|TAD2171|TAD1059|TAD2264	0.065230268783707|0.0525302722811367|0.0266157809072958|0.0461163869026225|0.0589014725299224|0.0266157809072958|0.0396595334155014	0.0676397773308182|0.0592148809006718|0.0423916508076161|0.0550593148999973|0.0631715020233076|0.0423916508076161|0.0508167545369442
mRNA methylation 	0080009	TAD2903	0.00435774388410148	0.0312226708723271
mRNA modification 	0016556	TAD2903	0.00628928792440864	0.0312226708723271
mRNA polyadenylation 	0006378	TAD2194|TAD2484|TAD280	0.0185561696651284|0.0148716646383226|0.0313477218595325	0.0369484590827856|0.0344894446685106|0.0455570690659013
mRNA processing 	0006397	TAD1006|TAD1007|TAD471|TAD932	0.0942817435508267|0.00753858434734768|0.0388325507586627|0.0388325507586627	0.0948998002725544|0.0313865936270947|0.0503427234729803|0.0503427234729803
mRNA splice site selection 	0006376	TAD2266|TAD28	0.0455713589926464|0.0246664130759459	0.0546963160843694|0.0410768764449113
mRNA splicing, via spliceosome 	0000398	TAD2140|TAD1545|TAD1006|TAD1007|TAD471|TAD932	0.0532791683603937|0.0532791683603937|0.087217894552131|0.0064430099716564|0.0358413322942021|0.0358413322942021	0.0596411236235756|0.0596411236235756|0.0878944056673922|0.0312226708723271|0.0484336189931256|0.0484336189931256
mRNA stabilization 	0048255	TAD2129	0.0315525775546427	0.0456441323772382
mRNA transcription 	0009299	TAD2176	0.0441791940715471	0.0536953649221706
mRNA transcription from RNA polymerase II promoter 	0042789	TAD2176	0.0338349093602436	0.0470136327409096
mRNA transport 	0051028	TAD1967|TAD2763|TAD1126|TAD3081	0.0424700882296769|0.0143599917225908|0.0285157286368207|0.0562259078427578	0.05266020728246|0.0341031232244188|0.0436193802272515|0.0615992810895684
mucosal immune response 	0002385	TAD29|TAD2266	0.0165097903537047|0.0455713589926464	0.0355658635586251|0.0546963160843694
multivesicular body assembly 	0036258	TAD2498|TAD2930	0.0467646154734458|0.0124089306058701	0.0555322958996836|0.0330028334900394
multivesicular body organization 	0036257	TAD2498|TAD2930	0.048286827085201|0.0128203411742491	0.056432531221879|0.0334396954446484
muscle cell differentiation 	0042692	TAD2238|TAD2310|TAD1033	0.0246723353172287|0.0246723353172287|0.00498251881197975	0.0410768764449113|0.0410768764449113|0.0312226708723271
muscle cell fate commitment 	0042693	TAD1033	0.00124679630613711	0.0312226708723271
muscle cell migration 	0014812	TAD280	0.0117199633845143	0.0326965588835301
muscle contraction 	0006936	TAD2237|TAD6|TAD1454|TAD2148|TAD1296	0.0645955368370816|0.0556276983868841|0.0556276983868841|0.0374351886207224|0.046574517691272	0.0672292462059141|0.0612684594557856|0.0612684594557856|0.0495483423512959|0.0554000131448736
muscle fiber development 	0048747	TAD29|TAD842	0.0185561696651284|0.00931992121486969	0.0369484590827856|0.0317468008020042
muscle filament sliding 	0030049	TAD2237	0.0182888252793533	0.0367298762150151
muscle organ development 	0007517	TAD1510|TAD2490|TAD2238|TAD1743|TAD1033|TAD1296	0.0287454663170637|0.0246892769928498|0.0408147658942927|0.0327850664848841|0.0082972848161621|0.0206164315459938	0.0436809132151573|0.0410768764449113|0.051682922902408|0.0463962943384744|0.0313865936270947|0.0383845153935516
muscle tissue development 	0060537	TAD2674	0.00497907098859629	0.0312226708723271
muscle tissue morphogenesis 	0060415	TAD29|TAD1121	0.0130906230966046|0.00656573862759602	0.0335055941460385|0.0312226708723271
